Feature,Average SHAP Value,Abs Mean SHAP (Net directional)
currentage,10108.528661665245,63.94022637427218
veteran,5035.7052868143555,169.65451555407424
rGDPgrow,780.4570182563248,169.22656929052755
PrRecess,11143.564599481517,639.5656165117033
OLF,36103.27805121029,1074.8824950505887
tenure,1383.9988611611402,290.51240287994113
currentagesq,3120.11204782349,122.13810883662903
currentagecube,5508.942967451128,1134.555012419449
ma5aep,42208.12615606917,8882.047996158228
fhwage,41255.65738545,6987.143467685047
race_1.0,375.6400424238263,11.376044415482932
race_2.0,3634.8983557878605,836.8581016363986
race_3.0,43314.98847594887,4957.207671270496
race_4.0,34588.75575555963,2967.776688625904
race_5.0,16453.211491863512,1855.6118477527107
race_7.0,23076.167246559813,3628.9034647295957
occ_1.0,4.053873176990336,0.022434326587449243
occ_2.0,355.3401355197104,13.364872251499829
occ_3.0,41091.6582544286,3493.2794290723323
occ_4.0,17362.674097028957,201.66077718466275
occ_5.0,2.096798960871162,0.004655465636469598
occ_6.0,35878.26042344396,1256.2559396679947
occ_7.0,42398.7990732311,131.36704786099193
occ_8.0,28355.89793606007,2006.8116194989495
occ_9.0,23450.008584653264,1435.27300332496
occ_11.0,2346.7544368350823,1091.1073678625908
occ_12.0,1719.944743216181,8.884079304581757
occ_13.0,19.849389890146625,0.6875525684193976
occ_14.0,42590.65769153872,1960.145272605648
occ_15.0,25008.978591743755,86.47906276891989
occ_16.0,21519.3723663793,2961.3935021845336
occ_17.0,9864.813131878162,1152.8668047795666
occ_18.0,0.01058507371249685,0.00015182677468848413
occ_19.0,1325.681787378869,111.6051548696889
occ_20.0,41682.96525092317,6106.57232506797
occ_21.0,6048.221360453778,950.5722455962203
occ_30.0,0.025746362671827044,0.0010384448374791788
occ_31.0,0.9916474591635717,0.12856563270097443
occ_32.0,0.0007667792268157212,5.759625045285167e-05
occ_33.0,35082.21858191777,53.292090344742775
occ_34.0,0.0014565164924901786,0.00022930181537644587
occ_35.0,1533.0721101344902,55.42968541625716
occ_36.0,1.63411952179704,0.005106900256947192
occ_37.0,36033.952253593154,937.4170717345147
occ_38.0,0.05537068025964518,0.013519059851050069
occ_39.0,21327.582783127553,721.3689379086399
occ_40.0,2061.6579032731556,218.81663608600982
occ_42.0,29471.332263048585,481.1309793506822
occ_43.0,216.00911733757263,23.597571309373713
occ_44.0,37754.33976917121,1298.5072679435887
occ_45.0,35314.52153679843,3826.475789559928
occ_49.0,0.0029852772099513668,9.037740678865694e-05
occ_50.0,18.59173005760899,0.7322533512748775
occ_52.0,0.0,0.0
occ_53.0,1187.531450185147,156.93954220485563
occ_54.0,16945.542116083983,3150.253814973815
occ_55.0,30.86139248207095,2.295200923825549
occ_56.0,0.7509020121682597,0.021320687799103684
occ_57.0,113.13659269167209,12.755960750416632
occ_58.0,1736.9621658059789,662.3694119278391
occ_59.0,3.1014167517938165,0.2500760016621163
occ_60.0,59.458364242055694,27.107767220555353
occ_61.0,46193.91840670716,600.0701122496424
occ_62.0,80.23440293089573,10.357063921432715
occ_63.0,0.00040426210494650365,6.112352008297094e-05
occ_64.0,11.776267303697514,2.948658951593857
occ_70.0,11439.021802788131,521.19170223845
occ_71.0,1.6017371545844301,0.5004483236927473
occ_72.0,16505.123594871355,1328.7849414752493
occ_73.0,19845.7224031229,1566.6697113425355
occ_74.0,0.33883137580880995,0.007924530020904801
occ_75.0,1.4586515577759354,0.15399246635955188
occ_77.0,33754.698261437115,1454.9383729382876
occ_79.0,2.3781872747071464,0.34616333125148596
occ_80.0,7.751933938286788,0.7762387392183866
occ_81.0,225.46943227960114,22.368830577832817
occ_82.0,0.0,0.0
occ_83.0,12.341189366146994,0.040393874732106386
occ_84.0,16350.374198888627,641.0371535327988
occ_85.0,31966.480206248074,3041.9389951338444
occ_86.0,12590.758560992688,2405.7525037852456
occ_87.0,22676.502780860326,2803.3246696225265
occ_88.0,2526.2752489025943,267.9456809653103
occ_89.0,0.0002604687650124427,0.00010996637897417323
occ_92.0,21959.81697573023,477.9376843782064
occ_93.0,27020.380881409877,2614.0688787045747
occ_94.0,1.1240265387818876e-09,1.1240265387818876e-09
occ_95.0,33642.67042245175,2442.4222191141316
occ_96.0,29630.23726707883,2486.703572526187
occ_97.0,1457.2245276329454,251.8062949802215
occ_98.0,1955.9083335664823,459.97212340337046
occ_99.0,19416.555040414074,1115.8548816884033
occ_101.0,17830.865873164814,2295.9740869726315
year_1972.0,4.729947823939992,0.12920200746951047
year_1973.0,36.12560500171466,2.397718765154563
year_1974.0,275.8470062862735,90.51089235453091
year_1975.0,44595.31609384552,4502.637878156166
year_1976.0,1559.6126335911006,286.7514584706393
year_1977.0,177.90760252736138,56.39506272811186
year_1978.0,28989.062386521637,849.4151286723952
year_1979.0,356.36911781641294,45.50375822690734
year_1980.0,1439.680178411777,157.25299175647922
year_1981.0,328.78562889779533,18.696248647934734
year_1982.0,104.52280784192695,8.767227985770932
year_1983.0,39120.87425014435,6793.899449045756
year_1984.0,22214.164286789666,2460.152421009298
year_1985.0,16.71049506441077,0.02445765148140839
year_1986.0,4181.211128759809,2591.1235227756138
year_1987.0,24.998073759785097,1.3461530855370865
year_1988.0,36449.15311786974,984.5455433604573
year_1989.0,275.8467317919005,94.34210832494423
year_1990.0,44.77994810383124,4.656857279983529
year_1991.0,1708.6825008353517,328.57013181908104
year_1992.0,42.000416005110004,0.6091318799227236
year_1993.0,2207.1560761911114,109.88621921907651
year_1995.0,2130.849801713358,295.23202683728016
year_1997.0,15424.561153692659,676.9682508185763
year_1999.0,2242.454425618667,311.3125730856243
year_2001.0,25325.39721344538,3025.5459895790596
year_2003.0,21945.712237733413,2526.184860928926
year_2005.0,22426.483839993358,2683.063437910048
year_2007.0,26390.624600607647,3000.995960600656
year_2009.0,27546.79551049665,2407.457537971907
year_2011.0,386.6035626202734,81.00272790134639
year_2013.0,1874.4729228581878,188.83102430715837
year_2015.0,33039.0149343605,1565.4391177035793
year_2017.0,39.606410039178385,8.643626518729045
state_-999.2999877929688,5.961032225433956e-06,6.066408920590459e-07
state_0.0,29703.945988557232,3142.048972377095
state_1.0,963.4469460248944,96.374786219066
state_2.0,36959.79686536743,158.06412726444964
state_3.0,34119.730970820856,4274.332764215223
state_4.0,4806.640684491979,272.0808930382156
state_5.0,998.2612388370261,69.68224314429047
state_6.0,103.08656510806938,25.692065110146263
state_7.0,0.03376720809013198,0.007184582059612721
state_8.0,588.6931500424917,47.391791465658244
state_9.0,38991.12687782214,3712.7745754478165
state_10.0,650.1639288538233,101.21997783335256
state_11.0,2.0711824015093727,0.008318271660603189
state_12.0,38704.572155747774,5462.627402074832
state_13.0,2117.30909158666,297.12839691729596
state_14.0,35820.591486086276,1112.0157121931468
state_15.0,1092.0700285401795,130.18726192208067
state_16.0,41887.249954206636,845.4350315341194
state_17.0,18.66274139208828,0.315440709820586
state_18.0,31131.778616334628,944.5687259565583
state_19.0,39103.65511694895,1936.409751212255
state_20.0,38038.8353567923,4811.431626401713
state_21.0,28095.62337431,1320.2603691579534
state_22.0,1892.4845190377014,164.2886832681391
state_23.0,21346.62560526308,123.33599078389169
state_24.0,323.92425285053,112.83425308419257
state_25.0,0.574974516767103,0.023161424777937346
state_26.0,4.374573934717339,0.0919410886268962
state_27.0,28129.599908442317,1203.8550770587365
state_28.0,787.0287368548825,66.56911145074189
state_29.0,15971.712556735874,3327.6302316719443
state_30.0,941.9830894795724,111.56109776431906
state_31.0,308.8443968376743,22.437496824344457
state_32.0,4308.517988770996,571.5967279452386
state_33.0,3105.165235873929,244.9348329459013
state_34.0,38.49931261252801,1.7356075199107535
state_35.0,987.4613148533799,136.79692128168833
state_36.0,42836.431434094906,2645.108186376674
state_37.0,39.0952426528571,0.3629100356145286
state_38.0,0.00021439094571590922,2.2268438328094315e-05
state_39.0,27954.45730778706,3015.333676949265
state_40.0,0.1818948617991285,0.058619399237077145
state_41.0,1400.2854193806893,202.9391404543049
state_42.0,394.23319886188415,35.39682210949566
state_43.0,41241.1837438428,1370.0763110316066
state_44.0,4078.427962655507,69.91200295182388
state_45.0,24994.873751227347,1424.366160497402
state_46.0,30986.947133402784,2747.248708962452
